instance,algorithm,movement_mode,scheme,seed,population,evaluation_budget,evaluations,best_found_at_evaluation,cost,rpd,feasible,initially_feasible_rate,added_columns,removed_columns,runtime_seconds,python,numpy,role,scale,reference_type
scpnrg1,BPWO,PWO,V3-ELIT,1,10,6000,6000,1397,180.0,2.272727272727273,True,0.0016666666666666668,225310,77215,133.93908820813522,3.13.15,2.5.1,calibration,very_large,best_known
scpnrg1,BPWO,PWO,V3-ELIT,2,10,6000,6000,765,178.0,1.1363636363636365,True,0.0016666666666666668,223291,76487,135.36131312465295,3.13.15,2.5.1,calibration,very_large,best_known
scpnrg1,BPWO,PWO,V3-ELIT,3,10,6000,6000,354,180.0,2.272727272727273,True,0.0016666666666666668,231479,83858,135.05392774986103,3.13.15,2.5.1,calibration,very_large,best_known
scpnrg1,BPWO,PWO,V3-ELIT,4,10,6000,6000,445,179.0,1.7045454545454546,True,0.0016666666666666668,229946,80167,141.50094591639936,3.13.15,2.5.1,calibration,very_large,best_known
scpnrh1,BPWO,PWO,S2-ELIT,0,10,6000,6000,42,65.0,3.1746031746031744,True,0.0016666666666666668,101804,56943,126.11446916591376,3.13.15,2.5.1,calibration,very_large,best_known
scpnrh1,BPWO,PWO,S2-ELIT,1,10,6000,6000,2622,65.0,3.1746031746031744,True,0.0016666666666666668,103361,55877,126.2160126673989,3.13.15,2.5.1,calibration,very_large,best_known
scpnrh1,BPWO,PWO,S2-ELIT,2,10,6000,6000,138,66.0,4.761904761904762,True,0.0016666666666666668,103930,57294,127.46453754231334,3.13.15,2.5.1,calibration,very_large,best_known
scpnrh1,BPWO,PWO,S2-ELIT,3,10,6000,6000,4157,64.0,1.5873015873015872,True,0.0016666666666666668,104772,55201,104.17510979110375,3.13.15,2.5.1,calibration,very_large,best_known
scpnrh1,BPWO,PWO,S2-ELIT,4,10,6000,6000,225,65.0,3.1746031746031744,True,0.0016666666666666668,102809,58296,98.71337087498978,3.13.15,2.5.1,calibration,very_large,best_known
scpnrh1,BPWO,PWO,V3-ELIT,0,10,6000,6000,84,67.0,6.349206349206349,True,0.0016666666666666668,116142,57731,128.68347608298063,3.13.15,2.5.1,calibration,very_large,best_known
scpnrh1,BPWO,PWO,V3-ELIT,1,10,6000,6000,772,66.0,4.761904761904762,True,0.0016666666666666668,113286,56502,129.41326895775273,3.13.15,2.5.1,calibration,very_large,best_known
scpnrh1,BPWO,PWO,V3-ELIT,2,10,6000,6000,110,66.0,4.761904761904762,True,0.0016666666666666668,113682,57359,129.22948691621423,3.13.15,2.5.1,calibration,very_large,best_known
scpnrh1,BPWO,PWO,V3-ELIT,3,10,6000,6000,288,64.0,1.5873015873015872,True,0.0016666666666666668,110478,57393,94.9522497090511,3.13.15,2.5.1,calibration,very_large,best_known
scpnrh1,BPWO,PWO,V3-ELIT,4,10,6000,6000,1243,64.0,1.5873015873015872,True,0.0016666666666666668,111937,56930,94.325189541094,3.13.15,2.5.1,calibration,very_large,best_known
