instance,algorithm,movement_mode,scheme,selection_mode,state_update_mode,degenerate_cohesion,latent_amplitude,repair_feedback,seed,population,evaluation_budget,evaluations,best_found_at_evaluation,cost,rpd,feasible,initially_feasible_rate,added_columns,removed_columns,acceptance_rate,binary_state_change_rate,global_improvements,runtime_seconds,python,numpy,role,scale,reference_type
scpa3,ANCHOR_GREEDY_SYNC,PWO,S1-STD,GREEDY,SYNC,MIN,4.0,1.0,4,10,6000,6000,285,247.0,6.4655172413793105,True,0.9541666666666667,852,20854,0.9979966611018364,0.01969949916527546,15,16.884220250001817,3.13.15,2.5.1,development,medium,optimum
scpb3,ALPHA_ALWAYS_SYNC,ALPHA,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,0,10,6000,6000,5214,88.0,10.0,True,0.9201666666666667,579,148931,1.0,0.272787979966611,20,17.278336167000816,3.13.15,2.5.1,development,medium,optimum
scpb3,ALPHA_ALWAYS_SYNC,ALPHA,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,1,10,6000,6000,4424,90.0,12.5,True,0.929,576,149116,1.0,0.2692821368948247,19,17.364480374999403,3.13.15,2.5.1,development,medium,optimum
scpb3,ALPHA_ALWAYS_SYNC,ALPHA,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,2,10,6000,6000,5632,88.0,10.0,True,0.9276666666666666,545,148957,1.0,0.24173622704507514,11,17.47685441700014,3.13.15,2.5.1,development,medium,optimum
scpb3,ALPHA_ALWAYS_SYNC,ALPHA,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,3,10,6000,6000,388,81.0,1.25,True,0.929,512,148981,1.0,0.23806343906510852,14,19.38025983300031,3.13.15,2.5.1,development,medium,optimum
scpb3,ALPHA_ALWAYS_SYNC,ALPHA,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,4,10,6000,6000,3075,85.0,6.25,True,0.9291666666666667,490,150079,1.0,0.2622704507512521,17,19.572872124997957,3.13.15,2.5.1,development,medium,optimum
scpb3,ANCHOR_ALWAYS_SYNC,PWO,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,0,10,6000,6000,82,82.0,2.5,True,0.9711666666666666,446,20877,1.0,0.016360601001669448,13,16.58884874999785,3.13.15,2.5.1,development,medium,optimum
scpb3,ANCHOR_ALWAYS_SYNC,PWO,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,1,10,6000,6000,81,85.0,6.25,True,0.9558333333333333,524,21020,1.0,0.03706176961602671,8,16.73684391700226,3.13.15,2.5.1,development,medium,optimum
scpb3,ANCHOR_ALWAYS_SYNC,PWO,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,2,10,6000,6000,137,82.0,2.5,True,0.9621666666666666,642,21242,1.0,0.02954924874791319,12,16.762031292004394,3.13.15,2.5.1,development,medium,optimum
scpb3,ANCHOR_ALWAYS_SYNC,PWO,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,3,10,6000,6000,75,81.0,1.25,True,0.9733333333333334,408,21031,1.0,0.015191986644407346,8,18.339685375001864,3.13.15,2.5.1,development,medium,optimum
