instance,algorithm,movement_mode,scheme,degenerate_cohesion,latent_amplitude,bound,seed,population,evaluation_budget,evaluations,best_found_at_evaluation,cost,rpd,feasible,initially_feasible_rate,added_columns,removed_columns,runtime_seconds,python,numpy,role,scale,reference_type
scpnrg1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,0,10,6000,6000,12,251.0,42.61363636363637,True,1.0,0,41352086,256.6248442920041,3.14.0,2.5.2,calibration,very_large,best_known
scpnrg1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,1,10,6000,6000,1237,255.0,44.88636363636363,True,1.0,0,41351292,257.7725375420123,3.14.0,2.5.2,calibration,very_large,best_known
scpnrg1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,2,10,6000,6000,578,248.0,40.90909090909091,True,1.0,0,41351324,254.04751991701778,3.14.0,2.5.2,calibration,very_large,best_known
scpnrg1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,3,10,6000,6000,957,254.0,44.31818181818182,True,1.0,0,41360062,255.30724075000035,3.14.0,2.5.2,calibration,very_large,best_known
scpnrg1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,4,10,6000,6000,461,253.0,43.75,True,1.0,0,41356675,248.23857650000718,3.14.0,2.5.2,calibration,very_large,best_known
scpnrh1,BPWO_S2_STD,PWO,S2-STD,MAX,1.0,1.0,0,10,6000,6000,4987,78.0,23.80952380952381,True,1.0,0,15952475,206.56223554202006,3.14.0,2.5.2,calibration,very_large,best_known
scpnrh1,BPWO_S2_STD,PWO,S2-STD,MAX,1.0,1.0,1,10,6000,6000,3094,77.0,22.22222222222222,True,1.0,0,15946144,203.0093839590263,3.14.0,2.5.2,calibration,very_large,best_known
scpnrh1,BPWO_S2_STD,PWO,S2-STD,MAX,1.0,1.0,2,10,6000,6000,4689,80.0,26.984126984126984,True,1.0,0,15943828,202.49152987499838,3.14.0,2.5.2,calibration,very_large,best_known
scpnrh1,BPWO_S2_STD,PWO,S2-STD,MAX,1.0,1.0,3,10,6000,6000,5827,79.0,25.396825396825395,True,1.0,0,15949707,147.72464850000688,3.14.0,2.5.2,calibration,very_large,best_known
scpnrh1,BPWO_S2_STD,PWO,S2-STD,MAX,1.0,1.0,4,10,6000,6000,5587,80.0,26.984126984126984,True,1.0,0,15945519,145.02016087499214,3.14.0,2.5.2,calibration,very_large,best_known
scpnrh1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,0,10,6000,6000,5897,80.0,26.984126984126984,True,1.0,0,41866225,251.54979229101446,3.14.0,2.5.2,calibration,very_large,best_known
scpnrh1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,1,10,6000,6000,1002,78.0,23.80952380952381,True,1.0,0,41866442,227.40061229199637,3.14.0,2.5.2,calibration,very_large,best_known
scpnrh1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,2,10,6000,6000,76,81.0,28.571428571428573,True,1.0,0,41867723,225.71635274999426,3.14.0,2.5.2,calibration,very_large,best_known
scpnrh1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,3,10,6000,6000,274,80.0,26.984126984126984,True,1.0,0,41870307,137.37794316699728,3.14.0,2.5.2,calibration,very_large,best_known
scpnrh1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,4,10,6000,6000,1391,81.0,28.571428571428573,True,1.0,0,41864748,137.18583641698933,3.14.0,2.5.2,calibration,very_large,best_known
